dteday,season,yr,mnth,holiday,weekday,workingday,instant_y,hr,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y,cnt_y
2012-07-04,3,1,7,1,3,0,13087,11,1,0.82,0.7576,0.46,0.1343,164,321,485
2012-07-04,3,1,7,1,3,0,13088,12,1,0.86,0.7879,0.41,0.2239,164,330,494
2012-07-04,3,1,7,1,3,0,13089,13,1,0.9,0.8182,0.35,0.0,177,322,499
2012-07-04,3,1,7,1,3,0,13090,14,1,0.9,0.8182,0.37,0.1642,190,357,547
2012-07-04,3,1,7,1,3,0,13091,15,1,0.92,0.8485,0.35,0.2985,155,299,454
2012-07-04,3,1,7,1,3,0,13092,16,1,0.92,0.8485,0.35,0.2537,163,226,389
2012-07-04,3,1,7,1,3,0,13093,17,1,0.92,0.8485,0.35,0.2985,161,253,414
2012-07-04,3,1,7,1,3,0,13094,18,1,0.9,0.8485,0.42,0.194,159,271,430
2012-07-04,3,1,7,1,3,0,13095,19,1,0.86,0.803,0.47,0.2239,177,255,432
2012-07-04,3,1,7,1,3,0,13096,20,1,0.86,0.803,0.47,0.2239,237,314,551
2012-07-04,3,1,7,1,3,0,13097,21,1,0.84,0.803,0.53,0.1343,222,362,584
2012-07-04,3,1,7,1,3,0,13098,22,1,0.82,0.7879,0.56,0.2239,175,327,502
2012-07-04,3,1,7,1,3,0,13099,23,2,0.78,0.697,0.43,0.0896,31,152,183
2012-07-05,3,1,7,0,4,1,13100,0,1,0.74,0.6667,0.51,0.1045,17,71,88
2012-07-05,3,1,7,0,4,1,13101,1,1,0.74,0.6667,0.51,0.2836,6,24,30
2012-07-05,3,1,7,0,4,1,13102,2,1,0.74,0.6667,0.51,0.0,4,14,18
2012-07-05,3,1,7,0,4,1,13103,3,1,0.72,0.6667,0.54,0.194,2,5,7
2012-07-05,3,1,7,0,4,1,13104,4,1,0.72,0.6667,0.58,0.0,0,7,7
2012-07-05,3,1,7,0,4,1,13105,5,1,0.72,0.6818,0.62,0.0,1,28,29
2012-07-05,3,1,7,0,4,1,13106,6,1,0.72,0.6667,0.58,0.0,3,130,133
2012-07-05,3,1,7,0,4,1,13107,7,1,0.76,0.697,0.55,0.0,27,316,343
2012-07-05,3,1,7,0,4,1,13108,8,1,0.8,0.7424,0.49,0.1343,36,514,550
2012-07-05,3,1,7,0,4,1,13109,9,1,0.84,0.7879,0.49,0.2985,47,246,293
2012-07-05,3,1,7,0,4,1,13110,10,1,0.86,0.7879,0.44,0.3582,69,117,186
2012-07-05,3,1,7,0,4,1,13111,11,1,0.9,0.8182,0.35,0.2985,107,137,244
2012-07-05,3,1,7,0,4,1,13112,12,1,0.9,0.8182,0.35,0.3582,88,188,276
2012-07-05,3,1,7,0,4,1,13113,13,1,0.92,0.8333,0.33,0.2239,129,181,310
2012-07-05,3,1,7,0,4,1,13114,14,1,0.92,0.8333,0.33,0.3284,87,154,241
2012-07-05,3,1,7,0,4,1,13115,15,1,0.92,0.8333,0.33,0.3582,71,183,254
2012-07-05,3,1,7,0,4,1,13116,16,1,0.92,0.8333,0.33,0.2537,109,324,433
2012-07-05,3,1,7,0,4,1,13117,17,1,0.92,0.8485,0.35,0.1642,114,575,689
2012-07-05,3,1,7,0,4,1,13118,18,2,0.9,0.8333,0.39,0.3284,96,511,607
2012-07-05,3,1,7,0,4,1,13119,19,2,0.88,0.803,0.39,0.2537,128,375,503
2012-07-05,3,1,7,0,4,1,13120,20,2,0.86,0.7879,0.41,0.2239,78,243,321
2012-07-05,3,1,7,0,4,1,13121,21,1,0.84,0.7727,0.47,0.194,91,232,323
2012-07-05,3,1,7,0,4,1,13122,22,1,0.82,0.803,0.59,0.1343,63,162,225
2012-07-05,3,1,7,0,4,1,13123,23,1,0.8,0.7576,0.55,0.1642,32,99,131
2012-07-06,3,1,7,0,5,1,13124,0,1,0.78,0.7424,0.62,0.1343,39,63,102
2012-07-06,3,1,7,0,5,1,13125,1,1,0.78,0.7273,0.55,0.2239,7,22,29
2012-07-06,3,1,7,0,5,1,13126,2,1,0.76,0.7121,0.62,0.1343,4,13,17
2012-07-06,3,1,7,0,5,1,13127,3,2,0.74,0.697,0.7,0.194,1,6,7
2012-07-06,3,1,7,0,5,1,13128,4,1,0.74,0.697,0.66,0.2239,2,4,6
2012-07-06,3,1,7,0,5,1,13129,5,1,0.74,0.697,0.66,0.194,4,31,35
2012-07-06,3,1,7,0,5,1,13130,6,1,0.74,0.697,0.66,0.194,4,127,131
2012-07-06,3,1,7,0,5,1,13131,7,1,0.78,0.697,0.46,0.1343,20,333,353
2012-07-06,3,1,7,0,5,1,13132,8,1,0.8,0.7121,0.41,0.1642,28,557,585
2012-07-06,3,1,7,0,5,1,13133,9,1,0.82,0.7273,0.36,0.1343,55,249,304
2012-07-06,3,1,7,0,5,1,13134,10,1,0.86,0.7424,0.3,0.0,80,130,210
2012-07-06,3,1,7,0,5,1,13135,11,1,0.84,0.7273,0.32,0.0896,92,141,233
2012-07-06,3,1,7,0,5,1,13136,12,1,0.88,0.7576,0.28,0.1045,111,220,331
2012-07-06,3,1,7,0,5,1,13137,13,1,0.9,0.7879,0.27,0.1045,99,194,293
2012-07-06,3,1,7,0,5,1,13138,14,1,0.9,0.803,0.31,0.1642,91,184,275
2012-07-06,3,1,7,0,5,1,13139,15,1,0.92,0.8182,0.29,0.194,79,206,285
2012-07-06,3,1,7,0,5,1,13140,16,1,0.92,0.8182,0.29,0.1045,69,300,369
2012-07-06,3,1,7,0,5,1,13141,17,1,0.92,0.8182,0.29,0.0,90,486,576
2012-07-06,3,1,7,0,5,1,13142,18,1,0.9,0.803,0.33,0.2537,106,454,560
2012-07-06,3,1,7,0,5,1,13143,19,1,0.88,0.7879,0.35,0.2239,112,306,418
2012-07-06,3,1,7,0,5,1,13144,20,1,0.86,0.7727,0.39,0.1045,91,245,336
2012-07-06,3,1,7,0,5,1,13145,21,1,0.82,0.7727,0.52,0.1343,77,223,300
2012-07-06,3,1,7,0,5,1,13146,22,1,0.8,0.7576,0.55,0.194,78,210,288
2012-07-06,3,1,7,0,5,1,13147,23,1,0.8,0.7879,0.63,0.1045,27,137,164
2012-07-07,3,1,7,0,6,0,13148,0,1,0.78,0.7576,0.66,0.1343,35,115,150
2012-07-07,3,1,7,0,6,0,13149,1,1,0.76,0.7273,0.7,0.1642,16,55,71
2012-07-07,3,1,7,0,6,0,13150,2,1,0.76,0.7424,0.72,0.1642,11,47,58
2012-07-07,3,1,7,0,6,0,13151,3,1,0.74,0.7121,0.74,0.1343,12,19,31
2012-07-07,3,1,7,0,6,0,13152,4,1,0.74,0.7121,0.74,0.1642,3,13,16
2012-07-07,3,1,7,0,6,0,13153,5,1,0.74,0.7121,0.74,0.194,2,12,14
2012-07-07,3,1,7,0,6,0,13154,6,1,0.74,0.7121,0.74,0.1045,4,27,31
2012-07-07,3,1,7,0,6,0,13155,7,1,0.78,0.7576,0.66,0.1045,8,63,71
2012-07-07,3,1,7,0,6,0,13156,8,1,0.82,0.8333,0.63,0.194,32,120,152
2012-07-07,3,1,7,0,6,0,13157,9,1,0.84,0.8333,0.59,0.1642,69,187,256
2012-07-07,3,1,7,0,6,0,13158,10,1,0.92,0.8636,0.37,0.2239,100,225,325
2012-07-07,3,1,7,0,6,0,13159,11,1,0.94,0.8788,0.38,0.194,122,245,367
2012-07-07,3,1,7,0,6,0,13160,12,1,0.96,0.8636,0.31,0.3582,124,218,342
2012-07-07,3,1,7,0,6,0,13161,13,2,0.96,0.8636,0.31,0.2537,116,244,360
2012-07-07,3,1,7,0,6,0,13162,14,2,0.96,0.8636,0.3,0.1343,105,203,308
2012-07-07,3,1,7,0,6,0,13163,15,1,0.96,0.8485,0.26,0.0,113,193,306
2012-07-07,3,1,7,0,6,0,13164,16,1,1.0,0.8636,0.19,0.1642,102,192,294
2012-07-07,3,1,7,0,6,0,13165,17,1,0.96,0.8485,0.26,0.1343,103,176,279
2012-07-07,3,1,7,0,6,0,13166,18,1,0.94,0.8333,0.29,0.0896,83,194,277
2012-07-07,3,1,7,0,6,0,13167,19,1,0.92,0.8333,0.33,0.1343,68,219,287
2012-07-07,3,1,7,0,6,0,13168,20,1,0.9,0.8182,0.37,0.1642,79,197,276
2012-07-07,3,1,7,0,6,0,13169,21,1,0.88,0.7879,0.37,0.194,51,150,201
2012-07-07,3,1,7,0,6,0,13170,22,1,0.84,0.8333,0.59,0.194,56,164,220
2012-07-07,3,1,7,0,6,0,13171,23,1,0.84,0.8182,0.56,0.1642,34,114,148
2012-07-08,3,1,7,0,0,0,13172,0,1,0.82,0.7879,0.56,0.1343,22,125,147
2012-07-08,3,1,7,0,0,0,13173,1,1,0.82,0.7879,0.56,0.1045,25,99,124
2012-07-08,3,1,7,0,0,0,13174,2,1,0.82,0.7727,0.52,0.1045,11,59,70
2012-07-08,3,1,7,0,0,0,13175,3,1,0.8,0.7727,0.59,0.1045,1,34,35
2012-07-08,3,1,7,0,0,0,13176,4,1,0.78,0.7576,0.66,0.1045,2,11,13
2012-07-08,3,1,7,0,0,0,13177,5,1,0.78,0.7424,0.62,0.0,1,5,6
2012-07-08,3,1,7,0,0,0,13178,6,1,0.78,0.7727,0.7,0.1343,5,16,21
2012-07-08,3,1,7,0,0,0,13179,7,1,0.8,0.803,0.66,0.0,19,33,52
2012-07-08,3,1,7,0,0,0,13180,8,1,0.84,0.803,0.53,0.1343,35,95,130
2012-07-08,3,1,7,0,0,0,13181,9,1,0.86,0.8182,0.5,0.1045,70,172,242
2012-07-08,3,1,7,0,0,0,13182,10,1,0.9,0.8636,0.45,0.0,85,234,319
2012-07-08,3,1,7,0,0,0,13183,11,1,0.92,0.8939,0.42,0.2985,120,269,389
2012-07-08,3,1,7,0,0,0,13184,12,1,0.92,0.8939,0.42,0.194,105,271,376
2012-07-08,3,1,7,0,0,0,13185,13,1,0.94,0.8788,0.38,0.2537,118,219,337
2012-07-08,3,1,7,0,0,0,13186,14,1,0.96,0.9091,0.36,0.1642,77,235,312
2012-07-08,3,1,7,0,0,0,13187,15,3,0.92,0.8939,0.42,0.2836,80,218,298
2012-07-08,3,1,7,0,0,0,13188,16,2,0.8,0.803,0.66,0.2239,65,226,291
2012-07-08,3,1,7,0,0,0,13189,17,1,0.78,0.7424,0.59,0.0,68,202,270
2012-07-08,3,1,7,0,0,0,13190,18,1,0.78,0.7424,0.62,0.1045,54,199,253
2012-07-08,3,1,7,0,0,0,13191,19,1,0.78,0.7424,0.62,0.1642,66,184,250
2012-07-08,3,1,7,0,0,0,13192,20,1,0.76,0.7273,0.7,0.0896,79,206,285
2012-07-08,3,1,7,0,0,0,13193,21,1,0.76,0.7273,0.7,0.1343,58,149,207
2012-07-08,3,1,7,0,0,0,13194,22,3,0.74,0.697,0.7,0.0896,12,110,122
2012-07-08,3,1,7,0,0,0,13195,23,3,0.68,0.6364,0.83,0.0896,25,98,123
2012-07-09,3,1,7,0,1,1,13196,0,2,0.68,0.6364,0.89,0.0896,6,33,39
2012-07-09,3,1,7,0,1,1,13197,1,3,0.7,0.6667,0.89,0.1045,5,13,18
2012-07-09,3,1,7,0,1,1,13198,2,3,0.7,0.6667,0.89,0.194,1,4,5
2012-07-09,3,1,7,0,1,1,13199,3,3,0.7,0.6667,0.89,0.194,0,5,5
2012-07-09,3,1,7,0,1,1,13200,4,3,0.66,0.5909,0.89,0.3881,1,1,2
2012-07-09,3,1,7,0,1,1,13201,5,2,0.66,0.6061,0.83,0.2239,1,27,28
2012-07-09,3,1,7,0,1,1,13202,6,3,0.64,0.5758,0.89,0.2537,6,86,92
2012-07-09,3,1,7,0,1,1,13203,7,3,0.66,0.6061,0.83,0.2239,7,223,230
2012-07-09,3,1,7,0,1,1,13204,8,2,0.66,0.6061,0.83,0.1642,26,429,455
2012-07-09,3,1,7,0,1,1,13205,9,2,0.66,0.6061,0.83,0.1642,38,325,363
2012-07-09,3,1,7,0,1,1,13206,10,2,0.66,0.6061,0.83,0.194,58,117,175
2012-07-09,3,1,7,0,1,1,13207,11,2,0.72,0.6818,0.62,0.1343,72,144,216
2012-07-09,3,1,7,0,1,1,13208,12,2,0.74,0.6818,0.58,0.1343,61,205,266
2012-07-09,3,1,7,0,1,1,13209,13,2,0.76,0.697,0.55,0.2537,67,188,255
2012-07-09,3,1,7,0,1,1,13210,14,2,0.74,0.6818,0.55,0.2537,58,184,242
2012-07-09,3,1,7,0,1,1,13211,15,2,0.76,0.6818,0.45,0.2239,66,214,280
2012-07-09,3,1,7,0,1,1,13212,16,1,0.78,0.697,0.4,0.2836,88,325,413
2012-07-09,3,1,7,0,1,1,13213,17,1,0.78,0.697,0.4,0.1642,108,741,849
2012-07-09,3,1,7,0,1,1,13214,18,1,0.76,0.6818,0.48,0.1343,82,790,872
2012-07-09,3,1,7,0,1,1,13215,19,1,0.74,0.6818,0.55,0.1642,88,543,631
2012-07-09,3,1,7,0,1,1,13216,20,2,0.74,0.6818,0.55,0.1045,69,378,447
2012-07-09,3,1,7,0,1,1,13217,21,2,0.74,0.6818,0.55,0.0896,33,298,331
2012-07-09,3,1,7,0,1,1,13218,22,2,0.72,0.6667,0.58,0.1045,35,189,224
2012-07-09,3,1,7,0,1,1,13219,23,2,0.7,0.6515,0.65,0.1045,22,109,131
2012-07-10,3,1,7,0,2,1,13220,0,1,0.7,0.6515,0.7,0.0896,16,53,69
2012-07-10,3,1,7,0,2,1,13221,1,1,0.7,0.6667,0.74,0.1343,0,15,15
2012-07-10,3,1,7,0,2,1,13222,2,1,0.7,0.6667,0.74,0.1343,1,15,16
2012-07-10,3,1,7,0,2,1,13223,3,1,0.68,0.6364,0.79,0.0,0,3,3
2012-07-10,3,1,7,0,2,1,13224,4,1,0.68,0.6364,0.79,0.1343,0,4,4
2012-07-10,3,1,7,0,2,1,13225,5,1,0.66,0.6061,0.83,0.1343,3,39,42
2012-07-10,3,1,7,0,2,1,13226,6,2,0.68,0.6364,0.79,0.1045,4,183,187
2012-07-10,3,1,7,0,2,1,13227,7,2,0.7,0.6667,0.74,0.1045,31,489,520
2012-07-10,3,1,7,0,2,1,13228,8,1,0.72,0.697,0.74,0.1343,34,615,649
2012-07-10,3,1,7,0,2,1,13229,9,1,0.74,0.697,0.66,0.1343,47,284,331
2012-07-10,3,1,7,0,2,1,13230,10,1,0.76,0.7121,0.62,0.194,56,134,190
2012-07-10,3,1,7,0,2,1,13231,11,1,0.8,0.7273,0.46,0.194,92,157,249
2012-07-10,3,1,7,0,2,1,13232,12,1,0.8,0.7121,0.41,0.1343,69,203,272
2012-07-10,3,1,7,0,2,1,13233,13,1,0.82,0.7273,0.38,0.194,77,203,280
2012-07-10,3,1,7,0,2,1,13234,14,1,0.82,0.7273,0.38,0.1642,71,171,242
2012-07-10,3,1,7,0,2,1,13235,15,1,0.8,0.7121,0.41,0.2239,77,188,265
2012-07-10,3,1,7,0,2,1,13236,16,1,0.8,0.7273,0.43,0.2239,89,346,435
2012-07-10,3,1,7,0,2,1,13237,17,1,0.78,0.7121,0.49,0.194,103,769,872
2012-07-10,3,1,7,0,2,1,13238,18,3,0.7,0.6667,0.74,0.2239,70,749,819
2012-07-10,3,1,7,0,2,1,13239,19,3,0.7,0.6667,0.74,0.2239,55,359,414
2012-07-10,3,1,7,0,2,1,13240,20,3,0.64,0.5758,0.83,0.2239,9,75,84
2012-07-10,3,1,7,0,2,1,13241,21,3,0.64,0.5758,0.89,0.1045,7,83,90
2012-07-10,3,1,7,0,2,1,13242,22,2,0.64,0.5758,0.83,0.1343,14,125,139
2012-07-10,3,1,7,0,2,1,13243,23,2,0.64,0.5758,0.89,0.1045,29,74,103
2012-07-11,3,1,7,0,3,1,13244,0,2,0.66,0.6061,0.83,0.1343,6,38,44
2012-07-11,3,1,7,0,3,1,13245,1,1,0.64,0.5758,0.89,0.0,3,11,14
2012-07-11,3,1,7,0,3,1,13246,2,1,0.64,0.5758,0.89,0.0,0,5,5
2012-07-11,3,1,7,0,3,1,13247,3,1,0.64,0.5758,0.89,0.1343,0,5,5
2012-07-11,3,1,7,0,3,1,13248,4,1,0.64,0.5758,0.89,0.1343,1,6,7
2012-07-11,3,1,7,0,3,1,13249,5,1,0.64,0.5758,0.89,0.0,5,36,41
2012-07-11,3,1,7,0,3,1,13250,6,1,0.64,0.5758,0.89,0.1343,17,168,185
2012-07-11,3,1,7,0,3,1,13251,7,2,0.66,0.6061,0.83,0.1045,26,471,497
2012-07-11,3,1,7,0,3,1,13252,8,2,0.68,0.6364,0.79,0.1642,30,644,674
2012-07-11,3,1,7,0,3,1,13253,9,2,0.7,0.6667,0.74,0.1343,30,298,328
2012-07-11,3,1,7,0,3,1,13254,10,2,0.72,0.6818,0.62,0.1343,47,148,195
2012-07-11,3,1,7,0,3,1,13255,11,2,0.76,0.7121,0.58,0.1343,56,173,229
2012-07-11,3,1,7,0,3,1,13256,12,2,0.78,0.697,0.43,0.0,69,223,292
2012-07-11,3,1,7,0,3,1,13257,13,2,0.8,0.7121,0.42,0.1642,65,208,273
2012-07-11,3,1,7,0,3,1,13258,14,1,0.8,0.7121,0.41,0.2239,66,175,241
2012-07-11,3,1,7,0,3,1,13259,15,1,0.8,0.7121,0.41,0.2537,56,220,276
2012-07-11,3,1,7,0,3,1,13260,16,1,0.8,0.7121,0.38,0.194,53,358,411
2012-07-11,3,1,7,0,3,1,13261,17,1,0.8,0.697,0.31,0.2239,90,740,830
2012-07-11,3,1,7,0,3,1,13262,18,1,0.78,0.6818,0.38,0.2537,79,735,814
2012-07-11,3,1,7,0,3,1,13263,19,1,0.74,0.6667,0.48,0.2239,73,560,633
2012-07-11,3,1,7,0,3,1,13264,20,1,0.74,0.6667,0.51,0.1642,73,410,483
2012-07-11,3,1,7,0,3,1,13265,21,1,0.72,0.6667,0.58,0.2239,69,322,391
2012-07-11,3,1,7,0,3,1,13266,22,1,0.72,0.6667,0.58,0.2537,41,203,244
2012-07-11,3,1,7,0,3,1,13267,23,2,0.7,0.6515,0.58,0.2537,20,132,152
2012-07-12,3,1,7,0,4,1,13268,0,2,0.68,0.6364,0.61,0.0,1,55,56
2012-07-12,3,1,7,0,4,1,13269,1,2,0.66,0.6212,0.61,0.0,0,21,21
2012-07-12,3,1,7,0,4,1,13270,2,2,0.66,0.6212,0.65,0.0896,0,9,9
2012-07-12,3,1,7,0,4,1,13271,3,1,0.64,0.6061,0.69,0.1045,0,10,10
2012-07-12,3,1,7,0,4,1,13272,4,1,0.64,0.6061,0.73,0.1045,0,5,5
2012-07-12,3,1,7,0,4,1,13273,5,1,0.62,0.5909,0.73,0.1045,4,40,44
2012-07-12,3,1,7,0,4,1,13274,6,1,0.64,0.6061,0.73,0.0896,7,171,178
2012-07-12,3,1,7,0,4,1,13275,7,1,0.64,0.6061,0.73,0.1343,32,480,512
2012-07-12,3,1,7,0,4,1,13276,8,1,0.68,0.6364,0.65,0.1343,49,653,702
2012-07-12,3,1,7,0,4,1,13277,9,1,0.72,0.6667,0.58,0.1045,42,285,327
2012-07-12,3,1,7,0,4,1,13278,10,1,0.74,0.6667,0.48,0.1642,69,145,214
2012-07-12,3,1,7,0,4,1,13279,11,1,0.76,0.6818,0.45,0.1045,49,166,215
2012-07-12,3,1,7,0,4,1,13280,12,1,0.78,0.6818,0.35,0.1343,71,221,292
2012-07-12,3,1,7,0,4,1,13281,13,1,0.8,0.697,0.33,0.2239,52,225,277
2012-07-12,3,1,7,0,4,1,13282,14,1,0.78,0.6818,0.33,0.2239,42,167,209
2012-07-12,3,1,7,0,4,1,13283,15,1,0.8,0.7121,0.36,0.194,63,208,271
2012-07-12,3,1,7,0,4,1,13284,16,1,0.8,0.7121,0.36,0.194,69,370,439
2012-07-12,3,1,7,0,4,1,13285,17,1,0.76,0.6818,0.43,0.2239,91,704,795
2012-07-12,3,1,7,0,4,1,13286,18,1,0.76,0.6818,0.45,0.1343,86,739,825
2012-07-12,3,1,7,0,4,1,13287,19,1,0.74,0.6667,0.48,0.2239,97,532,629
2012-07-12,3,1,7,0,4,1,13288,20,1,0.74,0.6667,0.48,0.2239,75,439,514
2012-07-12,3,1,7,0,4,1,13289,21,1,0.72,0.6667,0.48,0.2239,44,329,373
2012-07-12,3,1,7,0,4,1,13290,22,1,0.72,0.6667,0.51,0.1642,56,262,318
2012-07-12,3,1,7,0,4,1,13291,23,2,0.7,0.6515,0.51,0.2239,33,178,211
2012-07-13,3,1,7,0,5,1,13292,0,2,0.7,0.6515,0.54,0.1642,19,76,95
2012-07-13,3,1,7,0,5,1,13293,1,2,0.68,0.6364,0.54,0.1045,17,42,59
2012-07-13,3,1,7,0,5,1,13294,2,2,0.66,0.6212,0.61,0.0896,2,15,17
2012-07-13,3,1,7,0,5,1,13295,3,2,0.68,0.6364,0.61,0.0,2,7,9
2012-07-13,3,1,7,0,5,1,13296,4,2,0.66,0.6212,0.61,0.0,0,11,11
2012-07-13,3,1,7,0,5,1,13297,5,2,0.66,0.6364,0.56,0.0896,4,30,34
2012-07-13,3,1,7,0,5,1,13298,6,2,0.7,0.6515,0.54,0.0,7,120,127
2012-07-13,3,1,7,0,5,1,13299,7,2,0.7,0.6515,0.54,0.0,27,353,380
2012-07-13,3,1,7,0,5,1,13300,8,2,0.7,0.6515,0.54,0.0,53,660,713
2012-07-13,3,1,7,0,5,1,13301,9,2,0.72,0.6667,0.51,0.0,70,344,414
2012-07-13,3,1,7,0,5,1,13302,10,2,0.74,0.6667,0.48,0.0,78,190,268
2012-07-13,3,1,7,0,5,1,13303,11,2,0.76,0.6818,0.45,0.1343,68,220,288
2012-07-13,3,1,7,0,5,1,13304,12,2,0.76,0.6818,0.4,0.1045,125,254,379
2012-07-13,3,1,7,0,5,1,13305,13,2,0.8,0.7121,0.38,0.1343,100,274,374
2012-07-13,3,1,7,0,5,1,13306,14,2,0.8,0.7121,0.38,0.0,120,249,369
2012-07-13,3,1,7,0,5,1,13307,15,2,0.8,0.7121,0.36,0.1045,92,261,353
2012-07-13,3,1,7,0,5,1,13308,16,2,0.8,0.7121,0.36,0.2239,111,381,492
2012-07-13,3,1,7,0,5,1,13309,17,2,0.8,0.7121,0.36,0.1642,138,697,835
2012-07-13,3,1,7,0,5,1,13310,18,1,0.78,0.697,0.46,0.194,108,523,631
2012-07-13,3,1,7,0,5,1,13311,19,1,0.74,0.6667,0.51,0.1642,103,385,488
2012-07-13,3,1,7,0,5,1,13312,20,1,0.74,0.6667,0.48,0.1343,95,294,389
2012-07-13,3,1,7,0,5,1,13313,21,1,0.72,0.6667,0.54,0.0,76,223,299
2012-07-13,3,1,7,0,5,1,13314,22,1,0.74,0.6667,0.45,0.0,59,204,263
2012-07-13,3,1,7,0,5,1,13315,23,2,0.72,0.6515,0.45,0.1343,37,175,212
2012-07-14,3,1,7,0,6,0,13316,0,2,0.72,0.6667,0.48,0.0896,35,156,191
2012-07-14,3,1,7,0,6,0,13317,1,2,0.7,0.6515,0.51,0.1045,13,105,118
2012-07-14,3,1,7,0,6,0,13318,2,2,0.7,0.6515,0.54,0.1045,10,91,101
2012-07-14,3,1,7,0,6,0,13319,3,2,0.7,0.6515,0.54,0.1045,9,31,40
2012-07-14,3,1,7,0,6,0,13320,4,3,0.66,0.6212,0.61,0.1045,3,6,9
2012-07-14,3,1,7,0,6,0,13321,5,2,0.64,0.6061,0.73,0.1045,0,5,5
2012-07-14,3,1,7,0,6,0,13322,6,2,0.64,0.5909,0.78,0.0896,6,29,35
2012-07-14,3,1,7,0,6,0,13323,7,1,0.64,0.5909,0.78,0.2836,7,41,48
2012-07-14,3,1,7,0,6,0,13324,8,1,0.62,0.5909,0.78,0.2836,33,118,151
2012-07-14,3,1,7,0,6,0,13325,9,1,0.66,0.6212,0.74,0.194,82,200,282
2012-07-14,3,1,7,0,6,0,13326,10,2,0.72,0.6818,0.7,0.0896,123,278,401
2012-07-14,3,1,7,0,6,0,13327,11,2,0.72,0.6818,0.7,0.1045,143,296,439
2012-07-14,3,1,7,0,6,0,13328,12,2,0.74,0.697,0.66,0.0896,181,318,499
2012-07-14,3,1,7,0,6,0,13329,13,2,0.76,0.7121,0.62,0.0896,219,372,591
2012-07-14,3,1,7,0,6,0,13330,14,1,0.8,0.7576,0.55,0.1045,269,363,632
2012-07-14,3,1,7,0,6,0,13331,15,1,0.8,0.7576,0.55,0.1642,243,317,560
2012-07-14,3,1,7,0,6,0,13332,16,2,0.72,0.697,0.79,0.3582,226,340,566
2012-07-14,3,1,7,0,6,0,13333,17,3,0.7,0.6667,0.79,0.1642,199,259,458
2012-07-14,3,1,7,0,6,0,13334,18,1,0.72,0.697,0.79,0.1343,108,243,351
2012-07-14,3,1,7,0,6,0,13335,19,1,0.72,0.7121,0.84,0.0896,156,275,431
2012-07-14,3,1,7,0,6,0,13336,20,1,0.72,0.7121,0.84,0.0896,101,255,356
2012-07-14,3,1,7,0,6,0,13337,21,1,0.7,0.6667,0.84,0.2239,69,200,269
2012-07-14,3,1,7,0,6,0,13338,22,1,0.7,0.6667,0.79,0.194,65,160,225
2012-07-14,3,1,7,0,6,0,13339,23,2,0.68,0.6364,0.83,0.0896,55,156,211
2012-07-15,3,1,7,0,0,0,13340,0,1,0.68,0.6364,0.89,0.1642,40,147,187
2012-07-15,3,1,7,0,0,0,13341,1,2,0.68,0.6364,0.89,0.1343,49,119,168
2012-07-15,3,1,7,0,0,0,13342,2,2,0.68,0.6364,0.89,0.1642,29,86,115
2012-07-15,3,1,7,0,0,0,13343,3,2,0.68,0.6364,0.89,0.1642,15,42,57
2012-07-15,3,1,7,0,0,0,13344,4,2,0.68,0.6364,0.89,0.1045,8,11,19
2012-07-15,3,1,7,0,0,0,13345,5,1,0.68,0.6364,0.89,0.1343,2,7,9
2012-07-15,3,1,7,0,0,0,13346,6,1,0.68,0.6364,0.83,0.1343,6,9,15
2012-07-15,3,1,7,0,0,0,13347,7,1,0.7,0.6667,0.79,0.0896,17,30,47
2012-07-15,3,1,7,0,0,0,13348,8,2,0.7,0.6667,0.84,0.1343,37,96,133
2012-07-15,3,1,7,0,0,0,13349,9,2,0.72,0.697,0.79,0.0,58,163,221
2012-07-15,3,1,7,0,0,0,13350,10,1,0.76,0.7273,0.66,0.1343,141,241,382
2012-07-15,3,1,7,0,0,0,13351,11,1,0.82,0.7727,0.52,0.1642,170,281,451
2012-07-15,3,1,7,0,0,0,13352,12,1,0.84,0.7727,0.47,0.1045,153,336,489
2012-07-15,3,1,7,0,0,0,13353,13,1,0.86,0.7879,0.41,0.1045,171,309,480
2012-07-15,3,1,7,0,0,0,13354,14,1,0.9,0.8182,0.37,0.2537,162,314,476
2012-07-15,3,1,7,0,0,0,13355,15,1,0.86,0.803,0.47,0.1343,182,307,489
2012-07-15,3,1,7,0,0,0,13356,16,1,0.86,0.7879,0.41,0.2239,152,343,495
2012-07-15,3,1,7,0,0,0,13357,17,1,0.8,0.7727,0.59,0.4925,122,314,436
2012-07-15,3,1,7,0,0,0,13358,18,3,0.72,0.697,0.79,0.3582,84,228,312
2012-07-15,3,1,7,0,0,0,13359,19,1,0.72,0.7121,0.84,0.2239,109,203,312
2012-07-15,3,1,7,0,0,0,13360,20,1,0.72,0.697,0.79,0.2537,95,199,294
2012-07-15,3,1,7,0,0,0,13361,21,1,0.72,0.697,0.79,0.0896,59,164,223
2012-07-15,3,1,7,0,0,0,13362,22,1,0.72,0.697,0.74,0.1045,34,96,130
2012-07-15,3,1,7,0,0,0,13363,23,1,0.72,0.697,0.79,0.1343,25,66,91
2012-07-16,3,1,7,0,1,1,13364,0,3,0.72,0.697,0.79,0.1045,11,32,43
2012-07-16,3,1,7,0,1,1,13365,1,2,0.7,0.6667,0.74,0.194,1,10,11
2012-07-16,3,1,7,0,1,1,13366,2,1,0.7,0.6667,0.74,0.1045,4,11,15
